ID;Identity;FamilyName;MaidenName;FirstNames;Sex;BirthDate;BirthLocation;DeathDate;DeathLocation;Nationality;Masters;MedallistAt;FirstMedal_Date;FirstMedal_Class;SecondMedal_Date;SecondMedal_Class;ThirdMedal_Date;ThirdMedal_Class;FourthMedal_Date;FourthMedal_Class;FifthMedal_Date;FifthMedal_Class;AcadémieBeauxArts_ElectionDate;LegionHonneur_ChevalierDate;LegionHonneur_OfficierDate;LegionHonneur_CommandeurDate
494;Toudouze, Édouard;Toudouze;;Edouard;Man;1848;Paris;1907;Paris;French;"Pils, Isidore; Leloir, Alexandre";"Salon de 1876; Salon de 1877";1876;3rd class medal;1877;2nd class medal;;;;;;;;1889;1903;
495;Toulmouche, Auguste;Toulmouche;;Auguste;Man;1829;Nantes;1890;Nantes;French;Gleyre, Charles;"Salon de 1852; Salon de 1859; Salon de 1861";1852;3rd class medal;1859;Rappel of 3rd class medal;1861;2nd class medal;;;;;;1870;;
496;Tourny, Joseph;Tourny;;Joseph Gabriel;Man;1817;Paris;1880;Montpellier;French;Martinet, Achille;"Salon de 1861; Salon de 1863; Salon de 1868";1861;3rd class medal;1863;Rappel of 3rd class medal;1868;Unique medal;;;;;;1872;;
497;Trayer, Jean-Baptiste-Jules;Trayer;;Jean-Baptiste-Jules;Man;1824;Metz;1908;;French;Lequien, Justin;"Salon de 1853; Salon de 1855";1853;3rd class medal;1855;3rd class medal;;;;;;;;;;
611;Troyon, Constant;Troyon;;Constant;Man;1810;Sèvres;1865;Paris;French;"Riocreux, Denis Désiré; Poupart, Antoine Achille";"Salon de 1848; Salon de 1855";1838;3rd class medal;1840;2nd class medal;1846;1st class medal;1848;Rappel of 1st class medal;1855;1st class medal;;1849;;
498;Ulmann, Benjamin;Ulmann;;Benjamin;Man;1829;Blotzheim;1884;Paris;French;"Picot, François Edouard; Drolling, Martin";"Salon de 1859; Salon de 1866; Salon de 1872";1859;3rd class medal;1866;Unique medal;1872;2nd class medal;;;;;;1872;;
499;Valadon, Jules-Emmanuel;Valadon;;Jules-Emmanuel;Man;1826;Paris;1900;Paris;French;"Cogniet, Léon; Drolling, Martin; Lehmann, Henri";Salon de 1880;1880;3rd class medal;1886;2nd class medal;;;;;;;;1893;;
501;Van Hove, Victor;Van Hove;;Victor François Guillaume;Man;1826;Ronse;1891;Bruxelles;Belgian;"Gallait, Louis; Rude, François; Simonis, Eugène; Jéhotte, Louis";Salon de 1863;1855;Sculpture;1863;3rd class medal;;;;;;;;;;
505;Vannutelli, Scipione;Vannutelli;;Scipione;Man;1834;Rome;1894;Rome;Italian;"Minardi, Tommaso; Wurzinger, Carl";Salon de 1864;1864;Unique medal;;;;;;;;;;;;
506;Vauchelet, Théophile;Vauchelet;;Théophile Auguste;Man;1802;Passy;1873;Paris;French;"Abel de Pujol, Alexandre; Hersent, Louis";Salon de 1861;1831;2nd class medal;1846;1st class medal;1861;Rappel of 1st class medal;;;;;;1861;;
507;Vautier, Benjamin;Vautier;;Marc Louis Benjamin;Man;1829;Morges;1898;Düsseldorf;Swiss;"Vautier, Otto; Jordan, Rudolf";"Salon de 1865; Salon de 1866";1865;Unique medal;1866;Unique medal;;;;;;;;1878;;
508;Vayson, Paul;Vayson;;Paul Hippolyte;Man;1841;Gordes;1911;Paris;French;"Gleyre, Charles; Laurens, Jules";"Salon de 1875; Salon de 1879";1875;3rd class medal;1879;2nd class medal;;;;;;;;1886;1906;
509;Vély, Anatole;Vély;;Anatole;Man;1838;Ronsoy;1882;Paris;French;Signol, Emile;"Salon de 1874; Salon de 1880";1874;3rd class medal;1880;2nd class medal;;;;;;;;;;
612;Verdier, Marcel;Verdier;;Marcel Antoine;Man;1817;Paris;1856;Paris;French;Ingres, Dominique;Salon de 1848;1837;3rd class medal;1848;2nd class medal;;;;;;;;;;
510;Verlat, Charles;Verlat;;Charles Emile;Man;1824;Anvers;1890;Anvers;Belgian;"Wappers, Gustaf; Keyser, Nicaise de; Couture, Thomas; Scheffer, Ary";"Salon de 1853; Salon de 1855; Salon de 1861";1853;3rd class medal;1855;2nd class medal;1861;Rappel of 2nd class medal;;;;;;1868;;
511;Vernier, Émile-Louis;Vernier;;Émile-Louis;Man;1829;Lons le Saunier;1887;Paris;French;Collette, Alexandre;"Salon de 1879; Salon de 1880";1869;Gravure;1870;Gravure;1879;3rd class medal;1880;2nd class medal;;;;;;
512;Verwée, Alfred;Verwée;;Alfred Jacques;Man;1838;Saint Josse ten Node;1895;Scharbeek;Belgian;"Verwée, Louis; Deweirdt, François-Charles; Verboeckhoven, Eugène Joseph";Salon de 1864;1864;Unique medal;;;;;;;;;;;;
613;Vetter, Hégésippe-Jean;Vetter;;Hégésippe-Jean;Man;1820;Paris;1900;;French;Steuben, Carl von;"Salon de 1848; Salon de 1855";1846;3rd class medal;1847;2nd class medal;1848;Rappel of 2nd class medal;1855;2nd class medal;;;;1855;;
513;Veyrassat, Jules Jacques;Veyrassat;;Jules Jacques;Man;1828;Paris;1893;Paris;French;"Daubigny, François; Lehmann, Henri; Frère, Edouard; Besson, Faustin";Salon de 1872;1866;Gravure;1869;Gravure;1872;2nd class medal;;;;;;1878;;
514;Vibert, Jehan-Georges;Vibert;;Jehan-Georges;Man;1840;Paris;1902;Paris;French;"Picot, François Edouard; Barrias, Felix";"Salon de 1864; Salon de 1867; Salon de 1868";1864;Unique medal;1867;Unique medal;1868;Unique medal;;;;;;1870;1882;
616;Vidal, Vincent;Vidal;;Vincent;Man;1811;Carcassonne;1887;Paris;French;Delaroche, Paul;Salon de 1849;1844;3rd class medal;1849;2nd class medal;;;;;;;;1852;;
515;Vignon, Jules;Vignon;;Henri François Jules de;Man;1815;Belfort;1885;Paris;French;Cogniet, Léon;Salon de 1861;1847;3rd class medal;1861;Rappel of 3rd class medal;;;;;;;;;;
516;Viollet-le-Duc, Adolphe-Étienne;Viollet-le-Duc;;Adolphe-Étienne;Man;1817;Paris;1878;Paris;French;Fleury, Léon;"Salon de 1852; Salon de 1861; Salon de 1870";1852;3rd class medal;1861;Rappel of 3rd class medal;;;;;;;;;;
517;Voillemot, Charles;Voillemot;;Charles André;Man;1822;Paris;1893;Paris;French;Drolling, Martin;Salon de 1870;1870;Unique medal;;;;;;;;;;1870;;
518;Vollon, Antoine;Vollon;;Antoine;Man;1833;Lyon;1900;Paris;French;Ribot, Théodule;"Salon de 1865; Salon de 1868; Salon de 1869";1865;Unique medal;1868;Unique medal;1869;Unique medal;;;;;1897;1870;1878;
521;Vuillefroy, Félix de;Vuillefroy;;Dominique Felix de;Man;1841;Paris;1910;;French;"Bonnat, Léon; Hébert, Ernest; Millet, Aimé";"Salon de 1870; Salon de 1875";1870;Unique medal;1875;2nd class medal;;;;;;;;1880;;
522;Wagrez, Jacques;Wagrez;;Jacques Clément;Man;1846;Paris;1908;Paris;French;"Pils, Isidore; Lehmann, Henri; Wagrez, Edmond";Salon de 1879;1879;3rd class medal;;;;;;;;;;;;
523;Wahlberg, Alfred;Wahlberg;;Herman Alfred Leonard;Man;1834;Stockholm;1906;Tranas;Swedish;Gude, Hans;"Salon de 1870; Salon de 1872";1870;Unique medal;1872;2nd class medal;;;;;;;;1874;1878;
524;Watelin, Louis-Victor;Watelin;;Louis Victor François;Man;1835;Paris;1907;Paris;French;"Marcke, Emile van; Diaz de la Pena, Narcisse";Salon de 1876;1876;3rd class medal;;;;;;;;;;;;
525;Wauters, Émile;Wauters;;Emile Charles;Man;1846;Bruxelles;1933;Paris;Belgian;"Gérôme, Jean Léon; Portaels,  Jean François";"Salon de 1875; Salon de 1876";1875;2nd class medal;1876;Rappel of 2nd class medal;;;;;;;;1878;1889;
527;Weber, Adolphe;Weber;;Nicolas Adolphe;Man;1842;Boulay-Moselle;1883;;French;"Cabanel, Alexandre; Cogniet, Léon; Maréchal, Charles Laurent";Salon de 1867;1867;Unique medal;;;;;;;;;;;;
526;Weber, Otto;Weber;;Otto;Man;1832;Berlin;1888;Londres;German;"Couture, Thomas; Steffeck, Carl";"Salon de 1864; Salon de 1869";1864;Unique medal;1869;Unique medal;;;;;;;;;;
528;Weerts, Jean-Joseph;Weerts;;Jean-Joseph;Man;1846;Roubaix;1927;Paris;French;"Cabanel, Alexandre; Pils, Isidore; Mils, Constantin";Salon de 1875;1875;2nd class medal;;;;;;;;;;1884;1897;1914
529;Weisz, Adolphe;Weisz;;Adolf;Man;1838;Budapest;1904;;Hungarian;Jalabert, Charles;Salon de 1875;1875;3rd class medal;;;;;;;;;;;;
530;Wencker, Joseph;Wencker;;Joseph;Man;1848;Strasbourg;1919;Paris;French;Gérôme, Jean Léon;Salon de 1877;1877;2nd class medal;;;;;;;;;;1887;1900;
531;Winne, Liévin de;Winne;;Liévin de;Man;1821;Gand;1880;Bruxelles;Belgian;"Vigne, Felix de; Haert, Henri van der";"Salon de 1861; Salon de 1863";1861;3rd class medal;1863;2nd class medal;;;;;;;;1865;1878;
532;Worms, Jules;Worms;;Jules Jaspar;Man;1835;Paris;1914;Paris;French;Lafosse, Adolphe;"Salon de 1867; Salon de 1868; Salon de 1869";1867;Unique medal;1868;Unique medal;1869;Unique medal;;;;;;1876;;
533;Wylie, Robert;Wylie;;Robert;Man;1839;Isle of Man;1877;Pont Aven;British;"Gérôme, Jean Léon; Barye, Antoine Louis";Salon de 1872;1872;2nd class medal;;;;;;;;;;;;
534;Yon, Edmond;Yon;;Edmond Charles;Man;1836;Paris;1897;Paris;French;"Lequien, Justin; Pouget, Achille";"Salon de 1875; Salon de 1879";1872;Gravure;1874;Gravure;1875;3rd class medal;1879;2nd class medal;;;;1868;;
535;Yvon, Adolphe;Yvon;;Adolphe;Man;1817;Eschweiler;1893;Paris;French;Delaroche, Paul;"Salon de 1848; Salon de 1855; Salon de 1857";1848;1st class medal;1855;2nd class medal;1857;Medal of honour;;;;;;1855;1867;
536;Zac, Tony;Zac;;Tony;Man;;Vienne;;;French;Bonnefond, Claude;Salon de 1849;1849;3rd class medal;;;;;;;;;;;;
537;Zamacois, Eduardo;Zamacois;;Eduardo;Man;1841;Bilbao;1871;Madrid;Spanish;"Madrazo y Küntz, Federico de; Meissonier, Ernest; Balaca, Joaquin";"Salon de 1867; Salon de 1870";1867;Unique medal;1870;Unique medal;;;;;;;;;;
614;Ziegler, Jules;Ziegler;;Claude Jules;Man;1804;Langres;1856;Paris;French;"Ingres, Dominique; Heim, François Joseph";Salon de 1848;1833;2nd class medal;1835;1st class medal;1848;Rappel of 2nd class medal;;;;;;1838;;
538;Ziem, Félix;Ziem;;Félix François Georges Philibert;Man;1821;Beaune;1911;Paris;French;;"Salon de 1850-1851; Salon de 1852; Salon de 1855";1850;3rd class medal;1852;1st class medal;1855;3rd class medal;;;;;;1857;1878;1908
539;Zo, Achille;Zo;;Achille Jean Baptiste;Man;1826;Bayonne;1901;Bordeaux;French;Couture, Thomas;Salon de 1868;1868;Unique medal;;;;;;;;;;1886;;
540;Zuber, Jean-Henri;Zuber;;Jean-Henri;Man;1844;Rixheim;1904;Paris;French;Gleyre, Charles;"Salon de 1875; Salon de 1878";1875;3rd class medal;1878;2nd class medal;;;;;;;;;;
